ID,Scenario,BestFilter,BestQ,BestR,MaxCorr,MinRMSE
GDN0025,Apnea,Standard,53.3410617802889,19.3069772888325,0.804755361407509,4.34731632001246
GDN0025,Resting,BiDirectional,2855.26315789474,6463.15789473684,0.556984176862093,4.46224370779322
GDN0025,TiltDown,BiDirectional,250,9557.8947368421,0.712013860704053,7.35049863634484
GDN0025,TiltUp,Standard,0.0138949549437314,1.27980221399795,0.346428082020701,15.3355908905827
GDN0025,Valsalva,Standard,14.226344359243,24.709112279856,0.663725191245238,6.04291143784172
GDN0026,Resting,Standard,0.001,9.21055317689482,0.380183391164836,4.98798056437392
GDN0026,TiltDown,BiDirectional,0.0372759372031494,4252.63157894737,0.591949216115986,22.0031340735659
GDN0026,TiltUp,Standard,1.35739160223574,512.623972733101,0.679813055071968,12.1069127868692
GDN0027,Apnea,Standard,5.08948099993517,9.21055317689482,0.75915571615616,9.26313735392166
GDN0027,Resting,BiDirectional,394.736842105263,5578.94736842105,0.659836087943776,2.20297120815027
GDN0027,TiltDown,Standard,2.10876380062519,7.19685673001152,0.916987364301428,6.48848462181787
GDN0027,TiltUp,BiDirectional,0.00138949549437314,24.709112279856,0.659089632177466,6.04789412288924
GDN0027,Valsalva,Standard,22.101212318234,162.255702364445,0.762253349255302,3.67398257135267
GDN0028,Apnea,Standard,3.27605147954561,15.0859070860018,0.53622955308168,9.17242630585153
GDN0028,Resting,Standard,5.08948099993517,51.3571630476333,0.439559840369538,5.1176188121659
GDN0028,TiltDown,Standard,0.651379157870385,37.7898041001352,0.717698637163369,7.33022256530576
GDN0028,TiltUp,Standard,1.17200886882258,407.266907921367,0.510955207332883,8.58941112051175
GDN0028,Valsalva,Standard,10.6058333085706,150.27729616453,0.629929209171868,11.9907804514238
GDN0029,Apnea,Standard,25.5970759249787,2.68269579527973,0.531569002772641,8.8029277735839
GDN0029,Resting,Standard,0.15,2.09617999245313,0.386131632787924,11.5356405033501
GDN0029,TiltDown,BiDirectional,14.226344359243,812.154190149777,0.691019947551251,6.62728593135309
GDN0029,TiltUp,Standard,4.39439647320884,37.7898041001352,0.558305343545181,10.7612352413799
GDN0029,Valsalva,Standard,14.226344359243,3.43332001828199,0.648679148521578,11.6022963765636
GDN0030,Apnea,Standard,34.3351442648229,24.709112279856,0.311101805171362,14.6813238699215
GDN0030,Resting,Standard,828.947368421053,1,0.204095016137287,33.4509050671969
GDN0030,TiltDown,BiDirectional,0.00719685673001152,7347.36842105263,0.814429715820622,22.2215826766104
GDN0030,TiltUp,Standard,0.0719685673001152,11.7876863479359,0.686891109694334,10.7040289673125
GDN0030,Valsalva,Standard,3.27605147954561,1,0.225957155947081,12.3561920039747
